TxnID,TxnDate,UserID,StateCode,AppID,Amount,Status,BankID,TxnType,Channel,DeviceOS,SettlementDelayHours,SettlementStatus,PendingTxns,FrozenFunds,,,,,,,,,,,
678250,11-02-2024,U0465000,bihar,amazon_pay,79,Success,892,Recharge,App,iOS,0.4,Settled,0,0,,,,,,,,,,,
678251,05-02-2024,U0349075,manipur,paytm,491,Success,628,Recharge,App,Android,0.08,Settled,0,0,,,,,,,,,,,
678252,02-02-2024,U0009745,gujarat,phonepe,121,Success,407,P2P,App,Android,1.89,Settled,0,0,,,,,,,,,,,
678253,02-02-2024,U0416928,nagaland,google_pay,167,Success,790,P2M,App,iOS,0.78,Settled,0,0,,,,,,,,,,,
678254,13-02-2024,U0087388,sikkim,google_pay,448,Success,907,P2P,App,Android,0.09,Settled,0,0,,,,,,,,,,,
678255,03-02-2024,U0163279,punjab,phonepe,910,Success,205,P2M,App,Android,0.31,Settled,0,0,,,,,,,,,,,
678256,07-02-2024,U0402253,west_bengal,google_pay,1643,Success,309,P2M,App,Android,0.32,Settled,0,0,,,,,,,,,,,
678257,01-02-2024,U0224337,arunachal_pradesh,amazon_pay,2330,Success,161,P2M,App,Android,2.96,Settled,0,0,,,,,,,,,,,
678258,10-02-2024,U0282379,tamil_nadu,phonepe,451,Success,529,Recharge,App,iOS,5.2,Settled,0,0,,,,,,,,,,,
678259,26-02-2024,U0476962,arunachal_pradesh,phonepe,1023,Success,125,P2P,App,Android,0.09,Settled,0,0,,,,,,,,,,,
678260,08-02-2024,U0006958,haryana,google_pay,154,Success,664,Recharge,Web,Android,0.16,Settled,0,0,,,,,,,,,,,
678261,23-02-2024,U0051679,uttar_pradesh,phonepe,5017,Success,662,Bill,App,Android,0.07,Settled,0,0,,,,,,,,,,,
678262,23-02-2024,U0482461,punjab,phonepe,330,Success,610,Recharge,App,Android,1.31,Settled,0,0,,,,,,,,,,,
678263,12-02-2024,U0406555,karnataka,google_pay,1288,Success,333,P2M,App,iOS,2.58,Settled,0,0,,,,,,,,,,,
678264,27-02-2024,U0363361,telangana,paytm,1257,Success,619,Bill,App,Android,1.92,Settled,0,0,,,,,,,,,,,
678265,03-02-2024,U0005432,uttar_pradesh,google_pay,585,Failed,629,P2P,App,Android,,Pending,0,1,,,,,,,,,,,
678266,04-02-2024,U0297119,punjab,phonepe,2245,Success,435,Recharge,App,iOS,0.54,Settled,0,0,,,,,,,,,,,
678267,16-02-2024,U0172883,jharkhand,phonepe,267,Success,327,P2P,App,Android,1.82,Settled,0,0,,,,,,,,,,,
678268,14-02-2024,U0083350,karnataka,amazon_pay,1337,Success,842,Recharge,App,Android,0.04,Settled,0,0,,,,,,,,,,,
678269,25-02-2024,U0385872,gujarat,google_pay,149,Success,866,Bill,Web,Android,0.58,Settled,0,0,,,,,,,,,,,
678270,04-02-2024,U0207072,chandigarh,google_pay,643,Success,250,P2P,Web,iOS,0.47,Settled,0,0,,,,,,,,,,,
678271,23-02-2024,U0381836,tripura,google_pay,422,Success,765,P2M,Web,Android,2.49,Settled,0,0,,,,,,,,,,,
678272,27-02-2024,U0048252,maharashtra,paytm,156,Success,472,P2M,App,Android,0.32,Settled,0,0,,,,,,,,,,,
678273,12-02-2024,U0317039,punjab,paytm,1149,Failed,828,Recharge,App,Android,,Pending,0,2,,,,,,,,,,,
678274,01-02-2024,U0303781,tamil_nadu,phonepe,332,Success,440,Bill,Web,Android,0.5,Settled,0,0,,,,,,,,,,,
678275,05-02-2024,U0096369,odisha,google_pay,82,Success,498,P2M,App,Android,0.76,Settled,0,0,,,,,,,,,,,
678276,19-02-2024,U0284144,gujarat,phonepe,482,Success,256,P2P,App,Android,2.14,Settled,0,0,,,,,,,,,,,
678277,22-02-2024,U0042943,bihar,google_pay,103,Success,417,Bill,Web,Android,0.55,Settled,0,0,,,,,,,,,,,
678278,13-02-2024,U0272033,arunachal_pradesh,google_pay,171,Success,243,Bill,App,Android,2.26,Settled,0,0,,,,,,,,,,,
678279,20-02-2024,U0393096,andhra_pradesh,bhim,179,Success,618,Bill,App,Android,1.16,Settled,0,0,,,,,,,,,,,
678280,20-02-2024,U0039342,goa,amazon_pay,80,Success,929,Recharge,App,iOS,1.69,Settled,0,0,,,,,,,,,,,
678281,27-02-2024,U0353298,tamil_nadu,paytm,862,Success,234,P2P,App,Android,0.09,Settled,0,0,,,,,,,,,,,
678282,22-02-2024,U0064856,uttar_pradesh,google_pay,123,Success,306,Recharge,Web,iOS,1.35,Settled,0,0,,,,,,,,,,,
678283,19-02-2024,U0221029,west_bengal,amazon_pay,1428,Success,128,Recharge,App,Android,1.57,Settled,0,0,,,,,,,,,,,
678284,05-02-2024,U0202932,assam,phonepe,380,Success,366,Bill,App,Android,0.36,Settled,0,0,,,,,,,,,,,
678285,23-02-2024,U0073426,maharashtra,paytm,929,Success,325,Bill,App,Android,1.05,Settled,0,0,,,,,,,,,,,
678286,14-02-2024,U0234271,punjab,phonepe,356,Pending,221,P2P,App,iOS,,Pending,1,0,,,,,,,,,,,
678287,14-02-2024,U0394632,delhi,phonepe,333,Success,637,Recharge,App,Android,0.88,Settled,0,0,,,,,,,,,,,
678288,27-02-2024,U0319767,tripura,google_pay,27,Success,654,P2P,App,Android,1.16,Settled,0,0,,,,,,,,,,,
678289,09-02-2024,U0341577,uttar_pradesh,paytm,1035,Success,332,Bill,Web,Android,4.38,Settled,0,0,,,,,,,,,,,
678290,11-02-2024,U0100069,sikkim,phonepe,165,Success,598,Bill,App,iOS,1.72,Settled,0,0,,,,,,,,,,,
678291,27-02-2024,U0368339,west_bengal,supermoney,3082,Success,264,P2P,App,Android,1.44,Settled,0,0,,,,,,,,,,,
678292,14-02-2024,U0040770,punjab,supermoney,401,Success,551,P2P,App,iOS,1.46,Settled,0,0,,,,,,,,,,,
678293,09-02-2024,U0488146,nagaland,google_pay,1173,Success,851,Recharge,Web,Android,1.81,Settled,0,0,,,,,,,,,,,
678294,03-02-2024,U0192839,delhi,amazon_pay,960,Failed,326,Recharge,App,Android,,Pending,0,1,,,,,,,,,,,
678295,03-02-2024,U0401463,madhya_pradesh,google_pay,646,Success,966,P2P,App,Android,0.08,Settled,0,0,,,,,,,,,,,
678296,10-02-2024,U0269528,uttar_pradesh,paytm,357,Success,430,P2M,App,Android,10.15,Settled,0,0,,,,,,,,,,,
678297,15-02-2024,U0443285,mizoram,phonepe,144,Success,610,P2P,Web,Android,1.3,Settled,0,0,,,,,,,,,,,
678298,19-02-2024,U0256176,uttar_pradesh,google_pay,257,Success,503,P2M,App,Android,1.62,Settled,0,0,,,,,,,,,,,
678299,02-02-2024,U0470388,karnataka,amazon_pay,1112,Success,864,P2P,App,iOS,0.45,Settled,0,0,,,,,,,,,,,
678300,24-02-2024,U0042090,haryana,supermoney,476,Success,940,Bill,App,iOS,1.54,Settled,0,0,,,,,,,,,,,
678301,07-02-2024,U0069683,sikkim,paytm,440,Success,611,Bill,Web,Android,0.2,Settled,0,0,,,,,,,,,,,
678302,19-02-2024,U0035599,tamil_nadu,paytm,89,Success,166,P2P,Web,Android,1.11,Settled,0,0,,,,,,,,,,,
678303,11-02-2024,U0241852,uttarakhand,phonepe,762,Success,778,P2P,Web,Android,0.6,Settled,0,0,,,,,,,,,,,
678304,15-02-2024,U0426262,haryana,google_pay,607,Success,824,P2M,Web,Android,0.16,Settled,0,0,,,,,,,,,,,
678305,10-02-2024,U0232735,goa,phonepe,198,Success,944,Bill,Web,Android,7.76,Settled,0,0,,,,,,,,,,,
678306,12-02-2024,U0186313,jharkhand,phonepe,147,Success,693,Recharge,App,Android,2.63,Settled,0,0,,,,,,,,,,,
678307,08-02-2024,U0144965,odisha,paytm,3675,Success,394,P2M,App,Android,0.16,Settled,0,0,,,,,,,,,,,
678308,18-02-2024,U0434135,bihar,supermoney,371,Success,703,Bill,App,iOS,0.97,Settled,0,0,,,,,,,,,,,
678309,26-02-2024,U0271021,rajasthan,google_pay,182,Success,408,P2M,Web,Android,2.52,Settled,0,0,,,,,,,,,,,
678310,21-02-2024,U0122171,chhattisgarh,phonepe,8462,Success,321,P2P,App,Android,0.48,Settled,0,0,,,,,,,,,,,
678311,14-02-2024,U0016218,uttar_pradesh,paytm,217,Success,905,P2P,App,iOS,0.21,Settled,0,0,,,,,,,,,,,
678312,21-02-2024,U0331983,andhra_pradesh,paytm,159,Success,108,P2M,App,Android,0.43,Settled,0,0,,,,,,,,,,,
678313,16-02-2024,U0185834,uttar_pradesh,phonepe,399,Success,828,Bill,App,Other,2.61,Settled,0,0,,,,,,,,,,,
678314,28-02-2024,U0229943,goa,amazon_pay,59,Success,852,P2M,App,iOS,0.33,Settled,0,0,,,,,,,,,,,
678315,17-02-2024,U0251387,tripura,phonepe,417,Success,281,Bill,App,Android,1.23,Settled,0,0,,,,,,,,,,,
678316,17-02-2024,U0399430,west_bengal,supermoney,108,Success,504,P2M,Web,Android,0.61,Settled,0,0,,,,,,,,,,,
678317,15-02-2024,U0178983,chandigarh,phonepe,683,Success,189,P2P,App,Android,0.11,Settled,0,0,,,,,,,,,,,
678318,19-02-2024,U0462016,chhattisgarh,phonepe,599,Success,114,Recharge,App,Android,0.34,Settled,0,0,,,,,,,,,,,
678319,12-02-2024,U0277951,jammu_kashmir,google_pay,22,Success,500,Recharge,App,Android,0.53,Settled,0,0,,,,,,,,,,,
678320,25-02-2024,U0388565,telangana,paytm,89,Success,447,Recharge,App,Android,0.06,Settled,0,0,,,,,,,,,,,
678321,05-02-2024,U0480320,karnataka,amazon_pay,889,Success,910,Bill,App,Android,0.39,Settled,0,0,,,,,,,,,,,
678322,08-02-2024,U0233987,maharashtra,google_pay,134,Success,325,P2M,App,Android,0.22,Settled,0,0,,,,,,,,,,,
678323,08-02-2024,U0429013,mizoram,google_pay,407,Success,163,P2M,App,Android,0.84,Settled,0,0,,,,,,,,,,,
678324,24-02-2024,U0414624,karnataka,phonepe,236,Success,201,Bill,App,Android,0.81,Settled,0,0,,,,,,,,,,,
678325,29-02-2024,U0084905,rajasthan,amazon_pay,39,Success,917,Bill,App,iOS,0.26,Settled,0,0,,,,,,,,,,,
678326,15-02-2024,U0450395,gujarat,google_pay,159,Success,712,P2P,App,Android,0.13,Settled,0,0,,,,,,,,,,,
678327,12-02-2024,U0471539,maharashtra,paytm,180,Success,819,P2P,App,iOS,0.74,Settled,0,0,,,,,,,,,,,
678328,23-02-2024,U0160448,west_bengal,google_pay,222,Success,549,Recharge,App,Other,6.27,Settled,0,0,,,,,,,,,,,
678329,29-02-2024,U0007183,meghalaya,supermoney,91,Success,786,Recharge,Web,Android,1.17,Settled,0,0,,,,,,,,,,,
678330,16-02-2024,U0048444,punjab,google_pay,129,Success,901,P2P,App,Android,0.12,Settled,0,0,,,,,,,,,,,
678331,02-02-2024,U0315189,maharashtra,bhim,1180,Success,650,P2M,App,Android,1.44,Settled,0,0,,,,,,,,,,,
678332,12-02-2024,U0433665,maharashtra,paytm,364,Success,988,P2M,App,Android,0.4,Settled,0,0,,,,,,,,,,,
678333,26-02-2024,U0137485,uttar_pradesh,amazon_pay,149,Success,919,Bill,App,Android,1.99,Settled,0,0,,,,,,,,,,,
678334,27-02-2024,U0033171,uttar_pradesh,google_pay,260,Success,450,Recharge,App,iOS,1.4,Settled,0,0,,,,,,,,,,,
678335,15-02-2024,U0198282,maharashtra,paytm,1057,Success,707,P2P,App,Android,1.66,Settled,0,0,,,,,,,,,,,
678336,25-02-2024,U0066978,karnataka,google_pay,185,Success,465,Bill,App,Android,0.45,Settled,0,0,,,,,,,,,,,
678337,28-02-2024,U0384130,madhya_pradesh,phonepe,1017,Success,408,Bill,App,iOS,1.61,Settled,0,0,,,,,,,,,,,
678338,16-02-2024,U0256522,telangana,bhim,1046,Success,497,P2M,App,Android,1.62,Settled,0,0,,,,,,,,,,,
678339,12-02-2024,U0269133,uttarakhand,google_pay,1208,Success,147,Bill,App,Android,1.22,Settled,0,0,,,,,,,,,,,
678340,01-02-2024,U0448667,maharashtra,paytm,1289,Success,150,Recharge,App,Android,0.74,Settled,0,0,,,,,,,,,,,
678341,05-02-2024,U0237375,karnataka,phonepe,927,Success,989,P2P,App,Android,1.13,Settled,0,0,,,,,,,,,,,
678342,09-02-2024,U0055050,meghalaya,paytm,934,Success,620,P2P,App,iOS,1.71,Settled,0,0,,,,,,,,,,,
678343,07-02-2024,U0135687,odisha,amazon_pay,28,Success,621,P2M,App,Android,2.63,Settled,0,0,,,,,,,,,,,
678344,16-02-2024,U0032298,gujarat,google_pay,998,Success,399,P2M,App,Android,0.88,Settled,0,0,,,,,,,,,,,
678345,09-02-2024,U0454699,delhi,google_pay,766,Success,908,P2M,App,Android,0.62,Settled,0,0,,,,,,,,,,,
678346,12-02-2024,U0369174,telangana,phonepe,1825,Success,771,Bill,App,Android,0.51,Settled,0,0,,,,,,,,,,,
678347,17-02-2024,U0102700,kerala,google_pay,198,Success,765,Recharge,Web,Android,0.74,Settled,0,0,,,,,,,,,,,
678348,18-02-2024,U0227922,sikkim,amazon_pay,492,Success,740,Recharge,App,Android,0.62,Settled,0,0,,,,,,,,,,,
678349,20-02-2024,U0326393,odisha,paytm,410,Success,424,Bill,App,Android,0.12,Settled,0,0,,,,,,,,,,,
678350,08-02-2024,U0005328,tamil_nadu,phonepe,1268,Success,151,P2P,App,Android,0.87,Settled,0,0,,,,,,,,,,,
678351,23-02-2024,U0122974,sikkim,phonepe,298,Success,532,P2P,App,Android,3.57,Settled,0,0,,,,,,,,,,,
678352,17-02-2024,U0374845,sikkim,amazon_pay,274,Success,571,P2M,App,Android,0.95,Settled,0,0,,,,,,,,,,,
678353,11-02-2024,U0478296,assam,google_pay,412,Success,514,P2M,App,iOS,1.45,Settled,0,0,,,,,,,,,,,
678354,02-02-2024,U0416890,mizoram,bhim,219,Success,836,P2P,App,Android,2.71,Settled,0,0,,,,,,,,,,,
678355,10-02-2024,U0253042,uttarakhand,phonepe,153,Success,519,Recharge,Web,Android,0.52,Settled,0,0,,,,,,,,,,,
678356,03-02-2024,U0148979,maharashtra,google_pay,3102,Pending,409,Recharge,App,Android,,Pending,1,1,,,,,,,,,,,
678357,12-02-2024,U0008295,goa,google_pay,504,Success,773,Bill,App,Android,3.25,Settled,0,0,,,,,,,,,,,
678358,12-02-2024,U0313347,haryana,phonepe,198,Success,419,P2P,App,Android,5.41,Settled,0,0,,,,,,,,,,,
678359,09-02-2024,U0037388,telangana,phonepe,140,Success,977,P2P,App,Android,1.5,Settled,0,0,,,,,,,,,,,
678360,16-02-2024,U0196643,maharashtra,google_pay,4203,Success,618,P2M,App,Android,0.18,Settled,0,0,,,,,,,,,,,
678361,24-02-2024,U0058850,jharkhand,phonepe,713,Success,516,Recharge,App,Android,0.2,Settled,0,0,,,,,,,,,,,
678362,20-02-2024,U0257243,delhi,google_pay,429,Success,261,P2M,App,Android,0.66,Settled,0,0,,,,,,,,,,,
678363,25-02-2024,U0424439,maharashtra,amazon_pay,175,Success,245,Recharge,App,Android,0.71,Settled,0,0,,,,,,,,,,,
678364,18-02-2024,U0323652,jharkhand,phonepe,170,Success,362,Bill,App,Android,1.77,Settled,0,0,,,,,,,,,,,
678365,17-02-2024,U0228620,punjab,google_pay,600,Success,714,Bill,App,Other,1.03,Settled,0,0,,,,,,,,,,,
678366,22-02-2024,U0153067,haryana,supermoney,570,Success,469,P2M,Web,Android,2.56,Settled,0,0,,,,,,,,,,,
678367,04-02-2024,U0205279,uttarakhand,phonepe,382,Success,844,P2P,Web,Android,0.09,Settled,0,0,,,,,,,,,,,
678368,16-02-2024,U0276574,delhi,phonepe,52,Success,254,Recharge,App,Android,0.72,Settled,0,0,,,,,,,,,,,
678369,02-02-2024,U0281796,haryana,paytm,327,Success,597,P2P,Web,iOS,0.43,Settled,0,0,,,,,,,,,,,
678370,27-02-2024,U0141323,kerala,phonepe,1999,Success,619,P2P,App,Android,1.14,Settled,0,0,,,,,,,,,,,
678371,16-02-2024,U0342982,meghalaya,phonepe,720,Success,872,P2M,Web,Android,0.35,Settled,0,0,,,,,,,,,,,
678372,15-02-2024,U0007710,karnataka,amazon_pay,76,Failed,523,Bill,App,Android,,Pending,0,2,,,,,,,,,,,
678373,04-02-2024,U0260583,punjab,paytm,3638,Success,326,P2P,App,Android,0.87,Settled,0,0,,,,,,,,,,,
678374,12-02-2024,U0379542,manipur,google_pay,1031,Success,418,Recharge,App,iOS,0.89,Settled,0,0,,,,,,,,,,,
678375,23-02-2024,U0390151,bihar,google_pay,46,Success,291,P2P,App,Android,1.26,Settled,0,0,,,,,,,,,,,
678376,05-02-2024,U0232619,madhya_pradesh,google_pay,784,Success,744,Recharge,App,Android,0.53,Settled,0,0,,,,,,,,,,,
678377,05-02-2024,U0198363,rajasthan,paytm,202,Success,410,P2P,App,iOS,0.87,Settled,0,0,,,,,,,,,,,
678378,25-02-2024,U0092770,andhra_pradesh,paytm,79,Success,810,Bill,App,Android,0.08,Settled,0,0,,,,,,,,,,,
678379,27-02-2024,U0002033,uttarakhand,phonepe,64,Success,231,Recharge,App,Android,1.46,Settled,0,0,,,,,,,,,,,
678380,15-02-2024,U0226079,meghalaya,google_pay,175,Success,134,Bill,App,iOS,0.32,Settled,0,0,,,,,,,,,,,
678381,19-02-2024,U0161268,goa,amazon_pay,92,Success,827,P2P,App,Android,3.87,Settled,0,0,,,,,,,,,,,
678382,28-02-2024,U0290231,telangana,amazon_pay,351,Success,679,Bill,App,Other,0.17,Settled,0,0,,,,,,,,,,,
678383,05-02-2024,U0169336,west_bengal,phonepe,2053,Success,721,Bill,Web,Android,2.09,Settled,0,0,,,,,,,,,,,
678384,14-02-2024,U0331126,andhra_pradesh,supermoney,187,Success,191,Bill,App,iOS,2.55,Settled,0,0,,,,,,,,,,,
678385,01-02-2024,U0155762,punjab,bhim,3452,Success,216,P2M,App,Android,1.21,Settled,0,0,,,,,,,,,,,
678386,21-02-2024,U0129587,maharashtra,paytm,209,Success,908,P2P,App,Android,0.4,Settled,0,0,,,,,,,,,,,
678387,15-02-2024,U0361068,meghalaya,phonepe,414,Success,828,P2P,App,Android,4.3,Settled,0,0,,,,,,,,,,,
678388,03-02-2024,U0116758,karnataka,supermoney,764,Success,114,Bill,App,Android,2.41,Settled,0,0,,,,,,,,,,,
678389,13-02-2024,U0492850,uttar_pradesh,google_pay,208,Success,692,Recharge,App,Android,0.06,Settled,0,0,,,,,,,,,,,
678390,18-02-2024,U0398795,uttar_pradesh,paytm,465,Success,576,P2P,App,Android,0.15,Settled,0,0,,,,,,,,,,,
678391,27-02-2024,U0396188,gujarat,amazon_pay,158,Success,717,P2M,App,Android,0.9,Settled,0,0,,,,,,,,,,,
678392,21-02-2024,U0310125,tamil_nadu,google_pay,348,Success,423,Recharge,App,Android,0.82,Settled,0,0,,,,,,,,,,,
678393,10-02-2024,U0470308,mizoram,paytm,648,Success,198,Bill,App,Android,0.43,Settled,0,0,,,,,,,,,,,
678394,01-02-2024,U0336537,jammu_kashmir,google_pay,500,Success,707,Recharge,App,Android,1.42,Settled,0,0,,,,,,,,,,,
678395,18-02-2024,U0088259,tamil_nadu,google_pay,508,Success,281,Bill,Web,Android,2.96,Settled,0,0,,,,,,,,,,,
678396,01-02-2024,U0133112,gujarat,paytm,481,Success,390,Recharge,App,Android,2.07,Settled,0,0,,,,,,,,,,,
678397,10-02-2024,U0118751,rajasthan,phonepe,128,Success,749,P2M,App,Android,2.82,Settled,0,0,,,,,,,,,,,
678398,29-02-2024,U0251437,west_bengal,google_pay,1326,Success,434,P2P,App,iOS,0.8,Settled,0,0,,,,,,,,,,,
678399,12-02-2024,U0448591,goa,google_pay,236,Success,303,P2P,App,Android,4.05,Settled,0,0,,,,,,,,,,,
678400,20-02-2024,U0099034,nagaland,amazon_pay,595,Success,666,P2P,App,Android,2.71,Settled,0,0,,,,,,,,,,,
678401,26-02-2024,U0115640,karnataka,paytm,381,Success,691,Bill,App,iOS,3.7,Settled,0,0,,,,,,,,,,,
678402,11-02-2024,U0094092,jharkhand,bhim,137,Success,352,Bill,App,Android,0.73,Settled,0,0,,,,,,,,,,,
678403,06-02-2024,U0220216,madhya_pradesh,paytm,1172,Success,568,Bill,App,Android,0.77,Settled,0,0,,,,,,,,,,,
678404,22-02-2024,U0409688,assam,phonepe,845,Success,786,Recharge,App,Android,1.38,Settled,0,0,,,,,,,,,,,
678405,26-02-2024,U0202397,maharashtra,phonepe,453,Success,253,Bill,App,Android,0.08,Settled,0,0,,,,,,,,,,,
678406,08-02-2024,U0378439,uttar_pradesh,paytm,437,Success,277,P2M,App,Android,0.9,Settled,0,0,,,,,,,,,,,
678407,27-02-2024,U0057427,jharkhand,google_pay,222,Success,851,P2P,App,Android,3.36,Settled,0,0,,,,,,,,,,,
678408,24-02-2024,U0452425,odisha,paytm,656,Failed,384,Bill,Web,Android,,Pending,0,1,,,,,,,,,,,
678409,09-02-2024,U0348284,punjab,google_pay,1567,Success,809,Bill,App,Android,0.83,Settled,0,0,,,,,,,,,,,
678410,24-02-2024,U0466537,chhattisgarh,google_pay,269,Success,235,P2P,App,Android,2.38,Settled,0,0,,,,,,,,,,,
678411,28-02-2024,U0440206,uttar_pradesh,google_pay,1556,Success,904,Recharge,App,Android,0.13,Settled,0,0,,,,,,,,,,,
678412,23-02-2024,U0084012,uttar_pradesh,google_pay,342,Success,963,P2P,Web,Android,0.01,Settled,0,0,,,,,,,,,,,
678413,08-02-2024,U0395557,manipur,phonepe,428,Success,170,Bill,Web,Android,1.66,Settled,0,0,,,,,,,,,,,
678414,21-02-2024,U0156000,karnataka,paytm,26,Success,956,Bill,App,Android,0.71,Settled,0,0,,,,,,,,,,,
678415,21-02-2024,U0283932,odisha,paytm,242,Success,770,Recharge,App,Android,0.02,Settled,0,0,,,,,,,,,,,
678416,05-02-2024,U0193443,chhattisgarh,paytm,317,Success,334,P2P,App,Android,0.25,Settled,0,0,,,,,,,,,,,
678417,07-02-2024,U0052599,nagaland,paytm,637,Success,286,Recharge,App,Android,0.53,Settled,0,0,,,,,,,,,,,
678418,27-02-2024,U0195518,delhi,amazon_pay,301,Success,730,Recharge,App,Android,2.63,Settled,0,0,,,,,,,,,,,
678419,28-02-2024,U0108776,gujarat,google_pay,1774,Success,386,P2M,Web,Android,3.7,Settled,0,0,,,,,,,,,,,
678420,04-02-2024,U0169814,maharashtra,amazon_pay,187,Success,719,Recharge,Web,Android,0.94,Settled,0,0,,,,,,,,,,,
678421,15-02-2024,U0341957,karnataka,supermoney,1610,Failed,564,Recharge,Web,Android,,Pending,0,1,,,,,,,,,,,
678422,22-02-2024,U0178236,karnataka,google_pay,91,Success,849,Bill,App,iOS,0.49,Settled,0,0,,,,,,,,,,,
678423,25-02-2024,U0261911,haryana,phonepe,121,Success,688,P2M,App,Android,0.99,Settled,0,0,,,,,,,,,,,
678424,11-02-2024,U0286344,maharashtra,bhim,4142,Success,447,P2P,App,Android,0.76,Settled,0,0,,,,,,,,,,,
678425,04-02-2024,U0254571,assam,google_pay,1204,Success,700,Recharge,Web,iOS,3.98,Settled,0,0,,,,,,,,,,,
678426,01-02-2024,U0130278,delhi,google_pay,603,Success,955,P2P,Web,Android,1.24,Settled,0,0,,,,,,,,,,,
678427,04-02-2024,U0233621,bihar,google_pay,131,Success,640,P2M,App,Android,2.29,Settled,0,0,,,,,,,,,,,
678428,09-02-2024,U0420911,gujarat,phonepe,650,Success,703,Recharge,App,Android,0.57,Settled,0,0,,,,,,,,,,,
678429,14-02-2024,U0020674,arunachal_pradesh,paytm,358,Success,717,Recharge,App,Android,0.45,Settled,0,0,,,,,,,,,,,
678430,14-02-2024,U0474660,west_bengal,phonepe,1516,Success,202,P2M,Web,Android,1.34,Settled,0,0,,,,,,,,,,,
678431,15-02-2024,U0179539,tamil_nadu,supermoney,1076,Success,182,P2M,App,Android,2.72,Settled,0,0,,,,,,,,,,,
678432,12-02-2024,U0034324,bihar,paytm,513,Success,689,P2M,App,iOS,0.89,Settled,0,0,,,,,,,,,,,
678433,14-02-2024,U0045220,haryana,google_pay,153,Success,377,P2P,App,Android,1.2,Settled,0,0,,,,,,,,,,,
678434,09-02-2024,U0096528,rajasthan,amazon_pay,413,Success,785,Recharge,Web,Android,0.46,Settled,0,0,,,,,,,,,,,
678435,14-02-2024,U0447645,goa,phonepe,622,Success,834,P2P,App,iOS,0.11,Settled,0,0,,,,,,,,,,,
678436,07-02-2024,U0241575,west_bengal,amazon_pay,824,Success,848,P2P,App,Android,1.66,Settled,0,0,,,,,,,,,,,
678437,15-02-2024,U0323849,west_bengal,google_pay,388,Success,512,P2M,Web,Android,0.63,Settled,0,0,,,,,,,,,,,
678438,18-02-2024,U0171766,delhi,paytm,254,Success,528,Recharge,App,Android,0.58,Settled,0,0,,,,,,,,,,,
678439,24-02-2024,U0053895,kerala,phonepe,567,Success,471,Bill,App,Android,1.29,Settled,0,0,,,,,,,,,,,
678440,11-02-2024,U0406250,jammu_kashmir,google_pay,778,Success,687,Recharge,App,Android,2.04,Settled,0,0,,,,,,,,,,,
678441,29-02-2024,U0371567,kerala,google_pay,394,Success,448,P2P,App,iOS,1.18,Settled,0,0,,,,,,,,,,,
678442,14-02-2024,U0473475,chandigarh,phonepe,376,Success,689,P2P,App,Android,0.39,Settled,0,0,,,,,,,,,,,
678443,24-02-2024,U0226847,punjab,google_pay,297,Success,759,Recharge,App,Android,0.24,Settled,0,0,,,,,,,,,,,
678444,07-02-2024,U0448120,maharashtra,paytm,128,Pending,672,P2M,App,Android,,Pending,1,1,,,,,,,,,,,
678445,19-02-2024,U0006804,kerala,amazon_pay,696,Success,122,P2M,Web,Android,0.01,Settled,0,0,,,,,,,,,,,
678446,29-02-2024,U0428980,tamil_nadu,google_pay,750,Success,677,Recharge,App,iOS,1.53,Settled,0,0,,,,,,,,,,,
678447,10-02-2024,U0002745,andhra_pradesh,google_pay,251,Success,455,Recharge,App,iOS,1.23,Settled,0,0,,,,,,,,,,,
678448,27-02-2024,U0267897,jharkhand,google_pay,107,Success,859,Recharge,App,Android,0.6,Settled,0,0,,,,,,,,,,,
678449,13-02-2024,U0339256,madhya_pradesh,phonepe,160,Success,438,Recharge,App,Android,0.34,Settled,0,0,,,,,,,,,,,
678450,02-02-2024,U0212039,andhra_pradesh,amazon_pay,203,Success,620,Recharge,App,Android,0.17,Settled,0,0,,,,,,,,,,,
678451,23-02-2024,U0108667,sikkim,phonepe,623,Success,583,P2P,App,Android,0.96,Settled,0,0,,,,,,,,,,,
678452,29-02-2024,U0170848,madhya_pradesh,google_pay,10037,Success,309,Recharge,Web,Android,0.36,Settled,0,0,,,,,,,,,,,
678453,01-02-2024,U0352042,jammu_kashmir,google_pay,4932,Success,266,Recharge,Web,iOS,4.8,Settled,0,0,,,,,,,,,,,
678454,21-02-2024,U0338180,madhya_pradesh,amazon_pay,189,Success,690,P2M,App,Android,0.13,Settled,0,0,,,,,,,,,,,
678455,11-02-2024,U0315634,uttar_pradesh,paytm,1031,Success,770,Bill,App,Android,0.03,Settled,0,0,,,,,,,,,,,
678456,06-02-2024,U0223220,chandigarh,supermoney,403,Success,156,Bill,App,Android,0.57,Settled,0,0,,,,,,,,,,,
678457,06-02-2024,U0164165,sikkim,google_pay,1782,Success,108,P2M,App,Android,1.62,Settled,0,0,,,,,,,,,,,
678458,01-02-2024,U0331743,delhi,paytm,2475,Success,993,Bill,App,Android,1.52,Settled,0,0,,,,,,,,,,,
678459,12-02-2024,U0100646,mizoram,supermoney,315,Success,546,Recharge,Web,Android,0.95,Settled,0,0,,,,,,,,,,,
678460,13-02-2024,U0203945,madhya_pradesh,paytm,2175,Success,232,P2M,App,Android,0.55,Settled,0,0,,,,,,,,,,,
